467	1
467	4
630	150
676	5
676	25
655	3
655	8
655	11
589	1
589	3
589	20
530	1
530	2
530	5
530	17
422	2
422	4
590	1
590	4
590	12
670	1
670	7
787	2
787	3
787	9
837	1
837	12
837	13
819	1
819	6
819	15
831	2
831	3
527	5
527	6
527	7
527	23
943	9
896	1
832	2
992	1
1006	1
1014	2
1014	3
1014	75
1014	95
1121	1
1117	1
1117	3
1117	8
1117	9
1084	1
1084	2
1081	2
1081	12
1081	14
1081	28
1081	57
1111	7
1104	1
1038	1
1038	5
1154	1
1154	3
1151	1
1151	3
1156	2
1156	7
1187	1
1145	98
1223	1
1199	1
1199	4
1224	1
1224	2
1224	3
951	1
951	12
1236	6
1236	42
1241	8
1241	17
1240	2
1239	1
1239	2
925	1
925	4
925	5
547	1
1269	1
1269	4
1282	1
1281	10
1281	16
1280	1
1280	12
1283	1
1289	1
1289	31
1289	158
1272	1
1272	3
1272	4
1287	1
1287	27
1286	5
1300	1
1300	2
1295	10
1308	2
1308	3
1308	4
1317	1
1317	50
1320	1
1328	2
1333	3
1342	4
1346	1
1346	22
1346	44
1346	54
1353	1
1353	4
1353	13
1353	21
1353	80
1357	7
1358	2
1359	1
1359	128
1360	1
1360	2
1361	1
1361	2
1363	1
1363	14
1364	1
1364	6
1365	1
1365	9
1366	1
1366	6
1367	1
1367	37
1369	3
1369	5
1369	32
1369	33
1369	37
1369	40
1369	47
1369	96
1380	27
1388	2
1388	5
1388	94
1388	108
1395	149
1392	1
1392	64
1392	84
1384	1
1404	26
1404	28
1396	5
1396	7
1396	142
1412	139
1410	3
1410	7
1425	1
1425	2
1385	1
1385	11
1385	13
1439	1
1443	1
1446	1
1446	19
1450	3
1450	17
1444	1
1444	4
1444	14
1444	174
1448	1
1448	32
1458	1
1462	6
1480	1
1455	1
1500	6
1500	22
1500	158
1500	159
1501	1
1507	3
1507	4
1520	2
1520	3
1521	1
1454	2
1413	1
1413	3
1413	4
1532	1
1532	16
1133	1
1133	2
1133	10
1133	27
1549	3
1553	1
1578	2
1578	4
1577	3
1577	4
1584	90
1584	94
1584	98
1584	209
1583	2
1583	91
1590	1
1607	1
1608	2
1608	18
1606	5
1606	19
1614	3
1614	105
1587	1
1587	6
1561	2
1628	4
1628	9
1628	29
1633	19
1633	34
1639	1
1639	2
1603	5
1603	6
1603	26
1653	4
1662	1
1592	1
1592	6
1661	1
1661	15
1661	40
1670	1
1670	17
1670	49
1670	64
1679	21
1683	1
1705	2
1674	41
1699	1
1722	18
1751	1
1751	5
1764	2
1764	13
1764	15
1764	36
1768	3
1768	4
1768	174
1771	2
1782	1
1770	11
1772	2
1792	1
1792	12
1750	2
1750	6
1750	63
1795	1
1795	3
1804	3
1804	23
1804	39
1838	1
1838	3
1802	1
1802	11
1836	3
1833	1
1848	1
1848	11
1878	1
1870	1
1868	1
1868	5
1880	2
1735	1
1735	7
1885	42
1885	235
1927	1
1893	12
1893	14
1893	25
1893	48
1934	4
1934	6
1911	3
1911	64
1948	5
1948	12
1951	1
1900	90
1886	1
1968	1
1968	2
1980	3
1958	1
1958	2
1850	4
1850	10
1850	19
1850	73
1964	8
1964	16
2013	1
2012	1
1917	2
1917	4
1940	1
1940	3
1919	1
1919	2
1919	8
1919	11
1919	124
2020	2
2016	21
2016	39
2017	2
2017	6
2022	7
2022	24
2023	6
2023	11
2027	1
2027	10
2005	4
2005	10
2055	2
2055	4
2038	1
2038	3
2036	5
2036	17
2045	1
2045	25
2045	164
2045	165
2025	13
1939	1
2031	1
2067	11
2067	16
2067	21
2067	26
2067	45
2067	55
2067	62
2067	107
2067	141
2067	161
2067	244
2072	25
2066	1
1998	3
1998	4
1998	6
1998	14
1998	68
1998	76
1998	82
1998	90
1998	191
1998	205
1998	206
1998	207
2096	2
2101	1
2101	8
2101	55
2101	56
2111	2
2111	4
2111	5
2111	10
2136	79
2140	1
2143	1
2087	1
2087	7
2191	1
2191	2
2191	4
2191	9
2191	157
2215	10
2215	103
2215	106
2198	1
2222	1
2222	31
2223	2
2237	1
2280	1
2276	2
2276	3
2276	4
2276	5
2276	11
2276	24
2276	26
2276	152
2103	3
2103	7
